fund_name,source_count,sources,source_types
2000 Riverside Capital Appreciation Fund,1,Oregon Treasury,LP-Disclosed
2003 Riverside Capital Appreciation Fund,1,Oregon Treasury,LP-Disclosed
"2024 Golden Bay, L.P.",1,CalPERS,LP-Disclosed
"2SP I, L.P.",1,CalPERS,LP-Disclosed
3i Eurofund V,1,Louisiana Teachers,LP-Disclosed
"57 Stars Global Opportunities Fund 2 (CalPERS), LLC",1,CalPERS,LP-Disclosed
"57 Stars Global Opportunities Fund, LLC",1,CalPERS,LP-Disclosed
A&M Capital Partners,1,Oregon Treasury,LP-Disclosed
A&M Capital Partners Europe I,1,Oregon Treasury,LP-Disclosed
A&M Capital Partners II,1,Oregon Treasury,LP-Disclosed
A&M Capital Partners III,1,Oregon Treasury,LP-Disclosed
"AACP AP Investors, L.P.",1,CalPERS,LP-Disclosed
AACP China Growth Investors,1,CalPERS,LP-Disclosed
AACP India Investors B,1,CalPERS,LP-Disclosed
AACP India Investors C,1,CalPERS,LP-Disclosed
AACP India Venture Investors A,1,CalPERS,LP-Disclosed
"ABRY Advanced Securities Fund II, L.P.",1,Florida SBA,LP-Disclosed
"ABRY Advanced Securities Fund III, LP",1,Florida SBA,LP-Disclosed
"ABRY Partners VII, L.P.",1,Florida SBA,LP-Disclosed
"ABRY Partners VIII, L.P.",1,Florida SBA,LP-Disclosed
"ABRY Senior Equity Partners III, L.P.",1,Florida SBA,LP-Disclosed
"ABRY Senior Equity Partners IV, L.P.",1,Florida SBA,LP-Disclosed
"ABRY Senior Equity Partners V, L.P.",1,Florida SBA,LP-Disclosed
Accel-KKR Capital Partners V,1,Florida SBA,LP-Disclosed
"Accel-KKR Capital Partners VI, LP",1,Florida SBA,LP-Disclosed
"Accel-KKR Capital Partners VII, LP",1,CalPERS,LP-Disclosed
Accel-KKR Company LLC,1,WSIB,LP-Disclosed
"Accel-KKR Structured Capital Partners II, LP",1,Florida SBA,LP-Disclosed
"ACON Equity Partners III, L.P.",1,Massachusetts PRIM,LP-Disclosed
ACON Equity Partners IV,1,Oregon Treasury,LP-Disclosed
"ACON Equity Partners IV, LP",1,CalSTRS,LP-Disclosed
"Acrew Capital Fund III, L.P.",1,CalPERS,LP-Disclosed
"Acrew Diversify Capital Fund II, L.P.",1,CalPERS,LP-Disclosed
"Actis Global 4, L.P.",1,WSIB,LP-Disclosed
Advent Global Technology,1,Oregon Treasury,LP-Disclosed
Advent Global Technology II,1,Oregon Treasury,LP-Disclosed
Advent Global Technology II Limited Partnership,1,CalPERS,LP-Disclosed
Advent Global Technology L.P.,1,CalSTRS,LP-Disclosed
Advent International Global Private Equity VIII-D,1,Florida SBA,LP-Disclosed
Advent International GPE IX,1,Oregon Treasury,LP-Disclosed
Advent International GPE IX Limited Partnership,2,CalPERS | Florida SBA,LP-Disclosed
"Advent International GPE IX, L.P.",3,CalSTRS | Massachusetts PRIM | WSIB,LP-Disclosed
"Advent International GPE V-D, L.P.",1,CalPERS,LP-Disclosed
"Advent International GPE V-H, L.P.",1,Massachusetts PRIM,LP-Disclosed
Advent International GPE VI A,1,Oregon Treasury,LP-Disclosed
Advent International GPE VI L.P.,2,Massachusetts PRIM | WSIB,LP-Disclosed
Advent International GPE VI LP,1,CalSTRS,LP-Disclosed
"Advent International GPE VI-A, L.P.",1,CalPERS,LP-Disclosed
"Advent International GPE VI-D, L.P.",1,Florida SBA,LP-Disclosed
Advent International GPE VII C,1,Oregon Treasury,LP-Disclosed
"Advent International GPE VII, L.P.",1,Massachusetts PRIM,LP-Disclosed
"Advent International GPE VII-B, L.P.",1,WSIB,LP-Disclosed
"Advent International GPE VII-C, L.P.",1,CalPERS,LP-Disclosed
"Advent International GPE VII-D, L.P.",1,Florida SBA,LP-Disclosed
Advent International GPE VIII-B Limited Partnership,1,CalPERS,LP-Disclosed
"Advent International GPE VIII-B, L.P.",2,Massachusetts PRIM | WSIB,LP-Disclosed
Advent International GPE VIII-D L.P.,1,CalSTRS,LP-Disclosed
Advent International GPE X,1,Oregon Treasury,LP-Disclosed
Advent International GPE X Limited Partnership,2,CalPERS | WSIB,LP-Disclosed
Advent LatAm PE Fund VII SCSP,1,CalSTRS,LP-Disclosed
"Advent Latin American Private Equity Fund IV, L.P.",1,WSIB,LP-Disclosed
"Advent Latin American Private Equity Fund V, L.P.",1,WSIB,LP-Disclosed
Advent Latin American Private Equity Fund VI C,1,Oregon Treasury,LP-Disclosed
"Advent Latin American Private Equity Fund VI-H, L.P.",1,WSIB,LP-Disclosed
Advent Latin American Private Equity Fund VII,1,Oregon Treasury,LP-Disclosed
Advent Latin American Private Equity Fund VII SCSp,1,WSIB,LP-Disclosed
AEP IV OPERF Co-Investments,1,Oregon Treasury,LP-Disclosed
AEW Senior Housing Investors II LP,1,Louisiana Teachers,LP-Disclosed
AEW Senior Housing Investors III LP,1,Louisiana Teachers,LP-Disclosed
Affinity Asia Pacific Fund III,1,Oregon Treasury,LP-Disclosed
"Affinity Asia Pacific Fund III, L.P.",2,CalSTRS | WSIB,LP-Disclosed
"Affinity Asia Pacific Fund IV, L.P.",1,WSIB,LP-Disclosed
Affinity Asia Pacific Fund V (NO.2) L.P.,1,CalSTRS,LP-Disclosed
"Affinity Asia Pacific Fund V, L.P.",1,WSIB,LP-Disclosed
AgIS Separate Account,1,Louisiana Teachers,LP-Disclosed
AH Annex Fund,1,a16z Firm Disclosure,Market Intelligence
AH Fund I,1,a16z Firm Disclosure,Market Intelligence
AH Fund II,1,a16z Firm Disclosure,Market Intelligence
AH Fund III,1,a16z Firm Disclosure,Market Intelligence
AH Fund III Parallel,1,a16z Firm Disclosure,Market Intelligence
AH Fund IV,1,a16z Firm Disclosure,Market Intelligence
AH Fund IV Parallel,1,a16z Firm Disclosure,Market Intelligence
AH Fund V,1,a16z Firm Disclosure,Market Intelligence
AH Fund V Parallel,1,a16z Firm Disclosure,Market Intelligence
Alchemy Investment Plan (Hawthorne I),1,Massachusetts PRIM,LP-Disclosed
Alchemy Special Opportunities Fund III,1,CalSTRS,LP-Disclosed
Alchemy Special Opportunities Fund IV L.P.,1,CalSTRS,LP-Disclosed
Alpine Investors IX,1,Oregon Treasury,LP-Disclosed
Alpine Investors VIII,1,Oregon Treasury,LP-Disclosed
AlpInvest C Fund II LP,1,CalSTRS,LP-Disclosed
"AlpInvest C Fund, L.P.",1,CalSTRS,LP-Disclosed
"AlpInvest Co-Investment Fund (Onshore) VII, L.P.",1,CalSTRS,LP-Disclosed
"AlpInvest Co-Investment Fund (Onshore) VIII, L.P.",1,CalSTRS,LP-Disclosed
"AlpInvest Secondaries Fund (onshore) VII, L.P.",1,CalPERS,LP-Disclosed
"Alta Communications IX, L.P.",1,Massachusetts PRIM,LP-Disclosed
Amberbrook IX LP,1,CalPERS,LP-Disclosed
"American Industrial Partners Capital Fund VI, L.P.",1,Florida SBA,LP-Disclosed
"American Industrial Partners Capital Fund VII, L.P.",2,Florida SBA | Massachusetts PRIM,LP-Disclosed
"American Industrial Partners Capital Fund VIII, L.P.",1,CalPERS,LP-Disclosed
"American Securities Partners V, L.P.",1,Massachusetts PRIM,LP-Disclosed
"American Securities Partners VI, L.P.",2,Louisiana Teachers | Massachusetts PRIM,LP-Disclosed
American Securities Partners VII LP,1,Louisiana Teachers,LP-Disclosed
"American Securities Partners VII, L.P.",1,Massachusetts PRIM,LP-Disclosed
"American Securities Partners VIII, L.P.",1,Massachusetts PRIM,LP-Disclosed
"AMZL, LP",1,CalPERS,LP-Disclosed
"Apax Europe IV-A, L.P.",1,WSIB,LP-Disclosed
"Apax Europe V-A, L.P.",1,WSIB,LP-Disclosed
"Apax Europe VI - A, L.P.",1,CalSTRS,LP-Disclosed
Apax Europe VII,2,CalSTRS | Oregon Treasury,LP-Disclosed
"Apax Europe VII-A, L.P.",1,WSIB,LP-Disclosed
Apax IX,1,Oregon Treasury,LP-Disclosed
Apax IX USD L.P.,1,CalSTRS,LP-Disclosed
"Apax IX USD, L.P.",1,WSIB,LP-Disclosed
Apax VIII,1,WSIB,LP-Disclosed
Apax VIII USD,1,Oregon Treasury,LP-Disclosed
"Apax VIII-B, L.P.",1,Florida SBA,LP-Disclosed
Apax X USD L.P.,1,CalSTRS,LP-Disclosed
"Apax X, L.P.",1,WSIB,LP-Disclosed
"Apax XI, L.P.",1,WSIB,LP-Disclosed
"Apollo Credit Liquidity Fund, L.P.",1,Florida SBA,LP-Disclosed
Apollo European Principal Finance Fund II,1,Louisiana Teachers,LP-Disclosed
Apollo European Principal Finance Fund III,1,Louisiana Teachers,LP-Disclosed
"Apollo European Principal Finance Fund, L.P.",2,CalPERS | Louisiana Teachers,LP-Disclosed
Apollo Fund IX,1,UC Regents,LP-Disclosed
Apollo Fund X,1,UC Regents,LP-Disclosed
Apollo Hybrid Value Fund II LP,1,CalSTRS,LP-Disclosed
Apollo Hybrid Value Fund LP,1,Louisiana Teachers,LP-Disclosed
"Apollo Investment Fund IV, L.P.",3,CalPERS | Florida SBA | Massachusetts PRIM,LP-Disclosed
Apollo Investment Fund IX,1,Oregon Treasury,LP-Disclosed
Apollo Investment Fund IX LP,1,Louisiana Teachers,LP-Disclosed
"Apollo Investment Fund IX, L.P",1,CalPERS,LP-Disclosed
"Apollo Investment Fund IX, L.P.",2,CalSTRS | Florida SBA,LP-Disclosed
"Apollo Investment Fund V, L.P.",2,Florida SBA | Louisiana Teachers,LP-Disclosed
Apollo Investment Fund VI,2,Oregon Treasury | UC Regents,LP-Disclosed
Apollo Investment Fund VI L.P.,1,Florida SBA,LP-Disclosed
"Apollo Investment Fund VI, L.P.",3,CalPERS | CalSTRS | Louisiana Teachers,LP-Disclosed
Apollo Investment Fund VII,1,Oregon Treasury,LP-Disclosed
"Apollo Investment Fund VII, L.P.",3,CalSTRS | Florida SBA | Louisiana Teachers,LP-Disclosed
Apollo Investment Fund VIII,2,Oregon Treasury | UC Regents,LP-Disclosed
Apollo Investment Fund VIII LP,1,Louisiana Teachers,LP-Disclosed
"Apollo Investment Fund VIII, L.P.",2,CalPERS | Florida SBA,LP-Disclosed
Apollo Investment Fund X L.P.,1,CalSTRS,LP-Disclosed
"Apollo Investment Fund X, L.P.",1,CalPERS,LP-Disclosed
Apollo Natural Resource Partners II LP,1,Louisiana Teachers,LP-Disclosed
Apollo Natural Resources Partners,1,Louisiana Teachers,LP-Disclosed
"Apollo S3 Equity & Hybrid Solutions Fund, L.P.",1,CalPERS,LP-Disclosed
"Apollo Special Opportunities Managed Account, L.P.",1,CalPERS,LP-Disclosed
Aquiline Financial Services Fund,1,Oregon Treasury,LP-Disclosed
Aquiline Financial Services Fund II,1,Oregon Treasury,LP-Disclosed
Aquiline Financial Services Fund III,1,Oregon Treasury,LP-Disclosed
Aquiline Financial Services Fund IV,1,Oregon Treasury,LP-Disclosed
Aquiline Financial Services Fund V,1,Oregon Treasury,LP-Disclosed
Aquiline Oregon Co-Investment Fund,1,Oregon Treasury,LP-Disclosed
"Ara Fund III, LP",1,WSIB,LP-Disclosed
"ARCH Venture Fund VI, L.P.",1,CalSTRS,LP-Disclosed
"ArcLight Energy Partners Fund III, L.P.",1,CalPERS,LP-Disclosed
"ArcLight Energy Partners Fund IV, L.P.",1,CalPERS,LP-Disclosed
"Ardian LBO Fund VI, L.P",1,Florida SBA,LP-Disclosed
"Ardian Secondary Fund VI, L.P.",1,Florida SBA,LP-Disclosed
"Ares Corporate Opportunities Fund III, L.P.",2,CalPERS | Florida SBA,LP-Disclosed
"Ares Corporate Opportunities Fund IV, L.P.",2,CalSTRS | Florida SBA,LP-Disclosed
Ares Corporate Opportunities Fund V,1,Florida SBA,LP-Disclosed
"Ares Corporate Opportunities Fund V, L.P.",2,CalPERS | CalSTRS,LP-Disclosed
"Ares Corporate Opportunities Fund VI, L.P.",1,CalPERS,LP-Disclosed
"Ares Corporate Opportunities VI, L.P.",1,CalSTRS,LP-Disclosed
"Ares Special Opportunities Fund, L.P.",1,CalSTRS,LP-Disclosed
"Arlington Capital Partners VI, L.P.",1,CalPERS,LP-Disclosed
Arsenal Capital Partners Growth,2,Oregon Treasury | UC Regents,LP-Disclosed
Arsenal Capital Partners Growth LP,1,CalPERS,LP-Disclosed
Arsenal Capital Partners IV,2,CalSTRS | UC Regents,LP-Disclosed
Arsenal Capital Partners V LP,1,UC Regents,LP-Disclosed
"Arsenal Capital Partners V, L.P.",1,CalSTRS,LP-Disclosed
Arsenal Capital Partners VI,2,Oregon Treasury | UC Regents,LP-Disclosed
Arsenal Capital Partners VI LP,1,CalPERS,LP-Disclosed
"Ascent Venture Partners V, L.P.",1,Massachusetts PRIM,LP-Disclosed
"Ascent Venture Partners VI, L.P.",1,Massachusetts PRIM,LP-Disclosed
Ascribe Opportunities Fund II LP,1,Louisiana Teachers,LP-Disclosed
Ascribe Opportunities Fund III LP,1,Louisiana Teachers,LP-Disclosed
ASF IX B L.P.,1,CalSTRS,LP-Disclosed
ASF VII B L.P.,1,CalSTRS,LP-Disclosed
"ASF VII, L.P.",1,Florida SBA,LP-Disclosed
ASF VIII B L.P.,3,CalPERS | CalSTRS | Florida SBA,LP-Disclosed
Asia Alternatives Capital Partners II LP,1,CalPERS,LP-Disclosed
"Asia Alternatives Capital Partners, LP",1,CalPERS,LP-Disclosed
"Asia Alternatives FL Investor II, LP",1,Florida SBA,LP-Disclosed
"Asia Alternatives FL Investor III, LP",1,Florida SBA,LP-Disclosed
"Asia Alternatives FL Investor, LP",1,Florida SBA,LP-Disclosed
Asia Opportunity Fund II,1,Oregon Treasury,LP-Disclosed
"Asia Opportunity Fund II, L.P.",1,WSIB,LP-Disclosed
Asia Opportunity Fund III,1,Oregon Treasury,LP-Disclosed
"Asia Opportunity Fund III, L.P.",1,WSIB,LP-Disclosed
Asia Pacific Trust,1,Oregon Treasury,LP-Disclosed
"Astorg II, L.P.",1,WSIB,LP-Disclosed
"Atalaya Special Opportunities Fund VI, L.P.",1,Florida SBA,LP-Disclosed
Atalaya Special Opportunities Fund VII LP,1,Florida SBA,LP-Disclosed
Atlas Capital Resources II,1,Florida SBA,LP-Disclosed
"Atlas Capital Resources III, L.P.",1,Florida SBA,LP-Disclosed
"Audax Credit Opportunities (SBA), LLC",1,Florida SBA,LP-Disclosed
"Audax Mezzanine Fund IV, L.P.",1,Florida SBA,LP-Disclosed
Aurora Equity Partners II,1,Oregon Treasury,LP-Disclosed
Aurora Equity Partners III,1,Oregon Treasury,LP-Disclosed
Aurora Resurgence Fund,1,Oregon Treasury,LP-Disclosed
"Austin Ventures IV, L.P.",1,WSIB,LP-Disclosed
"Austin Ventures IX, L.P.",1,Massachusetts PRIM,LP-Disclosed
"Austin Ventures V, LP",1,WSIB,LP-Disclosed
"Austin Ventures VI, L.P.",1,WSIB,LP-Disclosed
"Austin Ventures VII, L.P.",2,Massachusetts PRIM | WSIB,LP-Disclosed
"Austin Ventures VIII, L.P.",2,Massachusetts PRIM | WSIB,LP-Disclosed
Austin Ventures X,1,Oregon Treasury,LP-Disclosed
"Avenue Asia Special Situations Fund IV, L.P.",1,WSIB,LP-Disclosed
"Avenue Special Situations Fund IV, L.P.",1,WSIB,LP-Disclosed
"Avenue Special Situations Fund V, L.P.",1,WSIB,LP-Disclosed
Avista Capital Partners II,1,Oregon Treasury,LP-Disclosed
Avista Capital Partners III,1,Oregon Treasury,LP-Disclosed
"AXA LBO Fund V, L.P.",1,Florida SBA,LP-Disclosed
"AXA Secondary Fund V, L.P.",1,Florida SBA,LP-Disclosed
"B Capital Ascent Fund III, L.P.",1,CalPERS,LP-Disclosed
"B Capital Global Growth III, L.P.",1,CalPERS,LP-Disclosed
"B Capital Opportunities Fund II, L.P.",1,CalPERS,LP-Disclosed
"Bain Capital Asia Fund II, LP",1,CalSTRS,LP-Disclosed
"Bain Capital Asia Fund III, L.P.",1,CalSTRS,LP-Disclosed
Bain Capital Asia Fund V,1,CalSTRS,LP-Disclosed
"Bain Capital Asia Fund V, L.P.",1,CalPERS,LP-Disclosed
"Bain Capital Europe Fund VI, SCSp",1,CalPERS,LP-Disclosed
"Bain Capital Fund X, LP",1,CalSTRS,LP-Disclosed
"Bain Capital Insurance Fund, L.P.",1,CalPERS,LP-Disclosed
"Bain Capital Life Sciences Fund IV, L.P.",1,CalPERS,LP-Disclosed
"Bain Capital Tech Opportunities Fund II, L.P.",1,CalPERS,LP-Disclosed
"Bain Capital Venture Coinvestment Fund IV, L.P.",1,CalPERS,LP-Disclosed
"Bain Capital Venture Fund 2022, L.P.",1,CalPERS,LP-Disclosed
"Balderton Capital Growth II, S.L.P.",1,CalPERS,LP-Disclosed
"Balderton Capital IX, S.L.P.",1,CalPERS,LP-Disclosed
"Banc Fund IV, L.P.",1,WSIB,LP-Disclosed
"Banc Fund IX, L.P.",1,WSIB,LP-Disclosed
"Banc Fund V, L.P.",1,WSIB,LP-Disclosed
"Banc Fund VII, L.P.",1,WSIB,LP-Disclosed
"Banc Fund VIII, L.P.",1,WSIB,LP-Disclosed
"Banc Fund X, L.P.",1,WSIB,LP-Disclosed
Baring Vostok Private Equity Fund IV L.P. / Supplemental,1,CalPERS,LP-Disclosed
"Base10 Partners III, L.P.",1,CalPERS,LP-Disclosed
"Base10 Series B I, L.P.",1,CalPERS,LP-Disclosed
"Bay State Partners, L.P.",1,CalPERS,LP-Disclosed
"Bayview Opportunity Master Fund II-B, L.P.",1,Florida SBA,LP-Disclosed
"Bayview Opportunity Master Fund IIIb, L.P.",1,Florida SBA,LP-Disclosed
"Bayview Opportunity Master Fund IV-B, L.P",1,Florida SBA,LP-Disclosed
"BC CLP INVESTORS, L.P.",1,CalPERS,LP-Disclosed
BC European Capital Fund X,1,Louisiana Teachers,LP-Disclosed
BC European Capital IX,2,CalSTRS | Louisiana Teachers,LP-Disclosed
"BC European Capital IX, L.P.",2,Florida SBA | WSIB,LP-Disclosed
"BC European Capital VI, L.P.",1,WSIB,LP-Disclosed
"BC European Capital VII, L.P.",1,WSIB,LP-Disclosed
"BC European Capital VIII, L.P.",2,CalSTRS | WSIB,LP-Disclosed
BC European Capital X-8 LP,1,CalSTRS,LP-Disclosed
"BC Partners VII, L.P.",1,CalSTRS,LP-Disclosed
BC Partners XI GE 2 LP,1,CalSTRS,LP-Disclosed
BCI Growth IV,1,Oregon Treasury,LP-Disclosed
BCI Growth V,1,Oregon Treasury,LP-Disclosed
BDC III C LP,1,CalPERS,LP-Disclosed
BDC IV D LP,1,CalPERS,LP-Disclosed
BDCM Opportunity Fund II,1,Oregon Treasury,LP-Disclosed
BDCM Opportunity Fund III,1,Oregon Treasury,LP-Disclosed
BDCM Opportunity Fund IV,1,Oregon Treasury,LP-Disclosed
BE VI 'H' L.P.,1,CalPERS,LP-Disclosed
"Bear Coast (CV) Fund, LP",1,CalPERS,LP-Disclosed
"Bear Coast (Ventures) Fund, LP",1,CalPERS,LP-Disclosed
"Bear Coast Partnerships, L.P.",1,CalPERS,LP-Disclosed
"Bear Technology Fund, L.P.",1,CalPERS,LP-Disclosed
Benefit Street Partners CRE Conduit,1,Florida SBA,LP-Disclosed
Benefit Street Partners Debt Fund IV L.P.,1,Florida SBA,LP-Disclosed
Benefit Street Partners Debt Funds IV LP,1,Louisiana Teachers,LP-Disclosed
Berkshire Fund IX,1,UC Regents,LP-Disclosed
"Berkshire Fund IX Co-Investment Fund, L.P.",1,Massachusetts PRIM,LP-Disclosed
"Berkshire Fund IX, L.P.",2,Florida SBA | Massachusetts PRIM,LP-Disclosed
"Berkshire Fund VI, L.P.",1,Massachusetts PRIM,LP-Disclosed
"Berkshire Fund VII, LP",1,Massachusetts PRIM,LP-Disclosed
"Berkshire Fund VIII, L.P.",2,Florida SBA | Massachusetts PRIM,LP-Disclosed
"Berkshire Fund X, L.P.",1,CalPERS,LP-Disclosed
"Berkshire Fund XI, L.P.",1,CalPERS,LP-Disclosed
Bessemer Venture Partners XII Institutional L.P.,1,CalPERS,LP-Disclosed
"BGH Capital Fund I, L.P.",1,WSIB,LP-Disclosed
BGH Capital Fund II,1,WSIB,LP-Disclosed
Biogeneration Capital Fund V Cooperatief U.A.,1,CalPERS,LP-Disclosed
"Birch Hill Equity Partners (US) III, LP",1,CalPERS,LP-Disclosed
"Birch Hill Equity Partners (US) IV, LP",1,CalPERS,LP-Disclosed
BjorkTree AB,1,CalPERS,LP-Disclosed
"BlackRock Asset Investors, L.P.",1,WSIB,LP-Disclosed
"BlackRock Carbon Capital III, L.P.",1,Florida SBA,LP-Disclosed
BlackRock Carbon Capital V,1,Florida SBA,LP-Disclosed
BlackRock Carbon Capital VI,1,Florida SBA,LP-Disclosed
"Blackstone / GSO Capital Solutions Fund, L.P.",1,Florida SBA,LP-Disclosed
Blackstone Capital Partners Asia I,1,UC Regents,LP-Disclosed
Blackstone Capital Partners Asia II,1,CalSTRS,LP-Disclosed
Blackstone Capital Partners Asia II L.P.,1,UC Regents,LP-Disclosed
"Blackstone Capital Partners Asia II, L.P.",1,WSIB,LP-Disclosed
"Blackstone Capital Partners Asia, L.P.",1,WSIB,LP-Disclosed
Blackstone Capital Partners IV,1,UC Regents,LP-Disclosed
"Blackstone Capital Partners IV, L.P.",2,CalSTRS | Massachusetts PRIM,LP-Disclosed
Blackstone Capital Partners IX L.P.,1,CalPERS,LP-Disclosed
Blackstone Capital Partners V L.P.,2,CalPERS | CalSTRS,LP-Disclosed
"Blackstone Capital Partners V, L.P.",4,Florida SBA | Massachusetts PRIM | UC Regents | WSIB,LP-Disclosed
Blackstone Capital Partners VI,1,Oregon Treasury,LP-Disclosed
Blackstone Capital Partners VI L.P.,1,CalPERS,LP-Disclosed
"Blackstone Capital Partners VI, L.P.",4,CalSTRS | Florida SBA | Massachusetts PRIM | WSIB,LP-Disclosed
Blackstone Capital Partners VII,1,Oregon Treasury,LP-Disclosed
Blackstone Capital Partners VII L.P.,1,CalSTRS,LP-Disclosed
Blackstone Capital Partners VII LP,1,Louisiana Teachers,LP-Disclosed
"Blackstone Capital Partners VII, L.P.",4,CalPERS | Florida SBA | Massachusetts PRIM | WSIB,LP-Disclosed
Blackstone Capital Partners VIII,2,Oregon Treasury | UC Regents,LP-Disclosed
Blackstone Capital Partners VIII L.P.,2,CalSTRS | Florida SBA,LP-Disclosed
"Blackstone Capital Partners VIII, L.P.",2,CalPERS | WSIB,LP-Disclosed
Blackstone Communications Partners I L.P.,1,CalPERS,LP-Disclosed
"Blackstone Communications Partners I, LP",1,CalSTRS,LP-Disclosed
Blackstone Core Equity Partners CA - L.P.,1,CalSTRS,LP-Disclosed
Blackstone Core Equity Partners II LP,1,CalSTRS,LP-Disclosed
"Blackstone Core Equity Partners II, L.P.",1,CalPERS,LP-Disclosed
"Blackstone Credit Liquidity Partners, L.P.",1,Florida SBA,LP-Disclosed
Blackstone Energy Co-Investment Opportunity,1,Louisiana Teachers,LP-Disclosed
Blackstone Energy Partners II,1,Oregon Treasury,LP-Disclosed
Blackstone Energy Partners II L.P.,1,CalSTRS,LP-Disclosed
Blackstone Energy Partners II LP,1,Louisiana Teachers,LP-Disclosed
Blackstone Energy Partners III L.P.,1,CalSTRS,LP-Disclosed
Blackstone Energy Partners LP,1,Louisiana Teachers,LP-Disclosed
Blackstone Life Sciences V LP,1,CalSTRS,LP-Disclosed
Blackstone Real Estate Debt Strategies II LP,1,Louisiana Teachers,LP-Disclosed
Blackstone Real Estate Partners Europe IV LP,1,Louisiana Teachers,LP-Disclosed
Blackstone Real Estate Partners Europe V LP,1,Louisiana Teachers,LP-Disclosed
Blackstone Real Estate Partners Europe VI LP,1,Louisiana Teachers,LP-Disclosed
Blackstone Real Estate Partners IX LP,1,Louisiana Teachers,LP-Disclosed
"Blackstone Real Estate Partners V, L.P.",1,Louisiana Teachers,LP-Disclosed
Blackstone Real Estate Partners VI,1,Louisiana Teachers,LP-Disclosed
Blackstone Real Estate Partners VIII LP,1,Louisiana Teachers,LP-Disclosed
Blackstone Real Estate Special Situation Fd II L.P.,1,Louisiana Teachers,LP-Disclosed
Blackstone Strategic Capital Holdings,1,UC Regents,LP-Disclosed
Blackstone Strategic Partners IX,1,UC Regents,LP-Disclosed
Blackstone Strategic Partners VIII,1,UC Regents,LP-Disclosed
Blackstone Tac Ops III S LP,1,CalSTRS,LP-Disclosed
Blackstone Tactical Opportunities Fund - C L.P.,1,CalPERS,LP-Disclosed
Blackstone Tactical Opportunities Fund - FD L.P.,1,Florida SBA,LP-Disclosed
Blackstone Tactical Opportunities Fund - S L.P.,1,CalSTRS,LP-Disclosed
Blackstone Tactical Opportunities Fund II,1,Florida SBA,LP-Disclosed
Blackstone Tactical Opportunities Fund II - C L.P.,1,CalPERS,LP-Disclosed
Blackstone Tactical Opportunities Fund II LP,1,Louisiana Teachers,LP-Disclosed
Blackstone Tactical Opportunities Fund II-S (Surge) L.P.,1,CalSTRS,LP-Disclosed
Blackstone Tactical Opportunities Fund II-S L.P.,1,CalSTRS,LP-Disclosed
Blackstone Tactical Opportunities Fund III-C (Surge) L.P.,1,CalPERS,LP-Disclosed
Blackstone Tactical Opportunities Fund III-C L.P.,1,CalPERS,LP-Disclosed
"Blackstone Tactical Opportunities Fund – HL, L.P. (BTO III)",1,Louisiana Teachers,LP-Disclosed
"Blackwell Capital Partners, LP",1,CalPERS,LP-Disclosed
"Blue Run Ventures IV, L.P.",1,CalSTRS,LP-Disclosed
"Blue Run Ventures V, LP",1,CalSTRS,LP-Disclosed
"Blue Run Ventures, L.P.",1,CalSTRS,LP-Disclosed
Blue Torch Credit Opportunities Fund II LP,1,Florida SBA,LP-Disclosed
"BOND III, LP",1,CalPERS,LP-Disclosed
"Boston Timber Opportunities, LLC",1,Florida SBA,LP-Disclosed
"Boston Ventures V, L.P.",1,WSIB,LP-Disclosed
"Boston Ventures VI, L.P.",1,WSIB,LP-Disclosed
Bow Ventures Fund I,1,UC Regents,LP-Disclosed
Bow Ventures Fund II,1,UC Regents,LP-Disclosed
BPEA VII,1,UC Regents,LP-Disclosed
BPEA VIII,1,UC Regents,LP-Disclosed
Bregal Sagemount Equity III,1,UC Regents,LP-Disclosed
Bregal Sagemount II,1,UC Regents,LP-Disclosed
Bregal Sagemount IV,1,UC Regents,LP-Disclosed
"Brentwood Associates IV, L.P.",1,WSIB,LP-Disclosed
Bridgepoint Development Capital III,1,Louisiana Teachers,LP-Disclosed
Bridgepoint Europe Fund IV LP,1,Louisiana Teachers,LP-Disclosed
Bridgepoint Europe III 'C' L.P.,1,CalPERS,LP-Disclosed
Bridgepoint Europe III 'D' LP,1,CalPERS,LP-Disclosed
"Bridgepoint Europe III, L.P.",1,WSIB,LP-Disclosed
Bridgepoint Europe IV 'B' L.P.,1,CalPERS,LP-Disclosed
Bridgepoint Europe IV 'D' LP,1,CalPERS,LP-Disclosed
"Bridgepoint Europe IV, L.P.",2,Massachusetts PRIM | WSIB,LP-Disclosed
"Bridgepoint Europe IV, L.P. (Secondary Purchase)",1,WSIB,LP-Disclosed
Bridgepoint Europe V LP,1,Louisiana Teachers,LP-Disclosed
"Bridgepoint Europe V, L.P.",1,WSIB,LP-Disclosed
Bridgepoint Europe VI,1,Oregon Treasury,LP-Disclosed
Bridgepoint Europe VI (Sidecar),1,Oregon Treasury,LP-Disclosed
Bridgepoint Europe VI LP,1,Louisiana Teachers,LP-Disclosed
"Bridgepoint Europe VI, L.P.",1,WSIB,LP-Disclosed
Bridgepoint Europe VII D LP,1,CalPERS,LP-Disclosed
Bridgepoint Europe VII L.P.,1,WSIB,LP-Disclosed
"BRV Lotus Fund III, L.P.",1,CalPERS,LP-Disclosed
"BRV VI, L.P.",1,CalSTRS,LP-Disclosed
"Butterfly II, LP",1,CalPERS,LP-Disclosed
BVP Forge Institutional L.P.,1,CalPERS,LP-Disclosed
CA Co-Investment Limited Partnership,1,CalPERS,LP-Disclosed
